Partido;Localidad;link Indec;Velocidad (Mbps);Provincia;Accesos
CATAMARCA;Santa María;San José;10091140;3;94 
CATAMARCA;Santa María;San José;10091140;5;31 
CATAMARCA;Santa María;San José;10091140;15;132 
CATAMARCA;Santa María;San José;10091140;25;6 
CATAMARCA;Santa María;Santa María;10091150;0;1 
CATAMARCA;Santa María;Santa María;10091150;0,512;1 
CATAMARCA;Santa María;Santa María;10091150;1;23 
CATAMARCA;Santa María;Santa María;10091150;3;775 
CATAMARCA;Santa María;Santa María;10091150;5;126 
CATAMARCA;Santa María;Santa María;10091150;6;5 
CATAMARCA;Santa María;Santa María;10091150;15;779 
CATAMARCA;Santa María;Santa María;10091150;25;41 
CATAMARCA;Santa María;Santa María;10091150;50;3 
CATAMARCA;Santa Rosa;Alijilán;10098010;0,5;1 
CATAMARCA;Santa Rosa;Alijilán;10098010;0,512;1 
CATAMARCA;Santa Rosa;Bañado de Ovanta;10098020;0,512;1 
CATAMARCA;Santa Rosa;Lavalle;10098040;0,5;1 
CATAMARCA;Santa Rosa;Los Altos;10098050;0,512;1 
CATAMARCA;Santa Rosa;Los Altos;10098050;3;6 
CATAMARCA;Tinogasta;Fiambalá;10105110;0,512;1 
CATAMARCA;Tinogasta;Fiambalá;10105110;6;8 
CATAMARCA;Tinogasta;Fiambalá;10105110;20;1 
CATAMARCA;Tinogasta;Fiambalá;10105110;30;7 
CATAMARCA;Tinogasta;Tinogasta;10105180;0,5;1 
CATAMARCA;Tinogasta;Tinogasta;10105180;0,512;1 
CATAMARCA;Tinogasta;Tinogasta;10105180;3;10 
CATAMARCA;Tinogasta;Tinogasta;10105180;6;65 
CATAMARCA;Tinogasta;Tinogasta;10105180;10;1.165 
CATAMARCA;Tinogasta;Tinogasta;10105180;15;32 
CATAMARCA;Tinogasta;Tinogasta;10105180;20;865 
CATAMARCA;Tinogasta;Tinogasta;10105180;30;109 
CATAMARCA;Valle Viejo;El Bañado;10112030;30;3 
CATAMARCA;Valle Viejo;El Bañado;10112030;50;2 
CATAMARCA;Valle Viejo;El Bañado;10112030;100;1 
CATAMARCA;Valle Viejo;El Bañado;10112030;200;1 
CATAMARCA;Valle Viejo;El Portezuelo;10112010;0,5;5 
CATAMARCA;Valle Viejo;El Portezuelo;10112010;0,512;1 
CATAMARCA;Valle Viejo;Polcos;10112030;30;55 
CATAMARCA;Valle Viejo;Polcos;10112030;50;107 
CATAMARCA;Valle Viejo;Polcos;10112030;100;47 
CATAMARCA;Valle Viejo;Polcos;10112030;200;4 
CATAMARCA;Valle Viejo;Pozo Del Mistol;10112030;30;1 
CATAMARCA;Valle Viejo;Pozo Del Mistol;10112030;50;15 
CATAMARCA;Valle Viejo;Pozo Del Mistol;10112030;100;2 
CATAMARCA;Valle Viejo;San Isidro;10112040;3;5 
CATAMARCA;Valle Viejo;San Isidro;10112040;10;163 
CATAMARCA;Valle Viejo;San Isidro;10112040;20;221 
CATAMARCA;Valle Viejo;San Isidro;10112040;30;169 
CATAMARCA;Valle Viejo;San Isidro;10112040;50;1.140 
CATAMARCA;Valle Viejo;San Isidro;10112040;100;686 
CATAMARCA;Valle Viejo;San Isidro;10112040;200;4 
CATAMARCA;Valle Viejo;San Isidro;10112040;300;146 
CATAMARCA;Valle Viejo;San Isidro;10112040;500;1 
CATAMARCA;Valle Viejo;San Isidro;10112040;600;13 
CATAMARCA;Valle Viejo;Santa Rosa;10112030;3;5 
CATAMARCA;Valle Viejo;Santa Rosa;10112030;30;205 
CATAMARCA;Valle Viejo;Santa Rosa;10112030;50;353 
CATAMARCA;Valle Viejo;Santa Rosa;10112030;100;175 
CATAMARCA;Valle Viejo;Santa Rosa;10112030;200;26 
CATAMARCA;Valle Viejo;Sumalao;10112030;1;5 
CATAMARCA;Valle Viejo;Sumalao;10112030;50;1 
CATAMARCA;Valle Viejo;Villa Dolores;10112030;3;5 
CATAMARCA;Valle Viejo;Villa Dolores;10112030;30;19 
CATAMARCA;Valle Viejo;Villa Dolores;10112030;50;54 
CATAMARCA;Valle Viejo;Villa Dolores;10112030;100;24 
CATAMARCA;Valle Viejo;Villa Dolores;10112030;200;6 
CHACO;12 de Octubre;Gancedo;22036010;0,5;2 
CHACO;12 de Octubre;Gancedo;22036010;5;12 
CHACO;12 de Octubre;Gancedo;22036010;10;119 
CHACO;12 de Octubre;General Capdevila;22036020;10;35 
CHACO;12 de Octubre;General Pinedo;22036030;0,5;2 
CHACO;12 de Octubre;General Pinedo;22036030;1;1 
CHACO;12 de Octubre;General Pinedo;22036030;3;4 
CHACO;12 de Octubre;General Pinedo;22036030;5;135 
CHACO;12 de Octubre;General Pinedo;22036030;6;15 
CHACO;12 de Octubre;General Pinedo;22036030;10;277 
CHACO;12 de Octubre;General Pinedo;22036030;15;6 
CHACO;12 de Octubre;General Pinedo;22036030;20;2 
CHACO;12 de Octubre;General Pinedo;22036030;25;144 
CHACO;12 de Octubre;General Pinedo;22036030;30;155 
CHACO;12 de Octubre;Mesón de Fierro;22036040;10;21 
CHACO;1º de Mayo;Colonia Benítez;22126020;0,5;1 
CHACO;1º de Mayo;Colonia Benítez;22126020;1;1 
CHACO;1º de Mayo;Colonia Benítez;22126020;2;1 
CHACO;1º de Mayo;Colonia Benítez;22126020;3;2 
CHACO;1º de Mayo;Colonia Benítez;22126020;5;8 
CHACO;1º de Mayo;Colonia Benítez;22126020;6;10 
CHACO;1º de Mayo;Colonia Benítez;22126020;10;79 
CHACO;1º de Mayo;Colonia Benítez;22126020;15;14 
CHACO;1º de Mayo;Colonia Benítez;22126020;20;1 
CHACO;1º de Mayo;Margarita Belén;22126030;1;1 
CHACO;1º de Mayo;Margarita Belén;22126030;3;37 
CHACO;1º de Mayo;Margarita Belén;22126030;3,5;35 
CHACO;1º de Mayo;Margarita Belén;22126030;4;7 
CHACO;1º de Mayo;Margarita Belén;22126030;6;15 
CHACO;1º de Mayo;Margarita Belén;22126030;10;161 
CHACO;1º de Mayo;Margarita Belén;22126030;15;11 
CHACO;1º de Mayo;Margarita Belén;22126030;20;1 
CHACO;1º de Mayo;Margarita Belén;22126030;30;325 
CHACO;2 de Abril;Hermoso Campo;22039010;0,5;29 
CHACO;2 de Abril;Hermoso Campo;22039010;5;35 
CHACO;2 de Abril;Hermoso Campo;22039010;10;113 
CHACO;2 de Abril;Hermoso Campo;22039010;30;74 
CHACO;2 de Abril;Itín;22039020;8;478 
CHACO;2 de Abril;Itín;22039020;10;36 
CHACO;2 de Abril;Itín;22039020;30;16 
CHACO;25 de Mayo;Colonia Aborigen;22168010;15;59 
CHACO;25 de Mayo;Machagai;22168020;1;1 
CHACO;25 de Mayo;Machagai;22168020;3;2 
CHACO;25 de Mayo;Machagai;22168020;5;26 
CHACO;25 de Mayo;Machagai;22168020;6;1.093 
CHACO;25 de Mayo;Machagai;22168020;10;140 
CHACO;25 de Mayo;Machagai;22168020;15;239 
CHACO;25 de Mayo;Machagai;22168020;20;10 
CHACO;25 de Mayo;Machagai;22168020;25;1 
CHACO;25 de Mayo;Machagai;22168020;35;1 
CHACO;25 de Mayo;Machagai;22168020;50;3 
CHACO;9 de Julio;Las Breñas;22105010;0,5;1 
CHACO;9 de Julio;Las Breñas;22105010;1;4 
CHACO;9 de Julio;Las Breñas;22105010;3;22 
CHACO;9 de Julio;Las Breñas;22105010;5;140 
CHACO;9 de Julio;Las Breñas;22105010;6;131 
CHACO;9 de Julio;Las Breñas;22105010;10;489 
CHACO;9 de Julio;Las Breñas;22105010;15;31 
CHACO;9 de Julio;Las Breñas;22105010;20;3 
CHACO;9 de Julio;Las Breñas;22105010;25;83 
CHACO;Almirante Brown;Concepción del Bermejo;22007010;0,5;2 
CHACO;Almirante Brown;Concepción del Bermejo;22007010;5;254 
CHACO;Almirante Brown;Concepción del Bermejo;22007010;10;3 
CHACO;Almirante Brown;Concepción del Bermejo;22007010;15;3 
CHACO;Almirante Brown;Concepción del Bermejo;22007010;20;3 
CHACO;Almirante Brown;Concepción del Bermejo;22007010;25;3 
CHACO;Almirante Brown;Concepción del Bermejo;22007010;30;3 
CHACO;Almirante Brown;Los Frentones;22007020;0,5;1 
CHACO;Almirante Brown;Los Frentones;22007020;5;293 
CHACO;Almirante Brown;Los Frentones;22007020;10;38 
CHACO;Almirante Brown;Los Frentones;22007020;15;11 
CHACO;Almirante Brown;Pampa del Infierno;22007030;0,5;4 
CHACO;Almirante Brown;Pampa del Infierno;22007030;1;1 
CHACO;Almirante Brown;Pampa del Infierno;22007030;5;1.208 
CHACO;Almirante Brown;Pampa del Infierno;22007030;10;215 
CHACO;Almirante Brown;Pampa del Infierno;22007030;15;97 
CHACO;Almirante Brown;Pampa del Infierno;22007030;20;25 
CHACO;Almirante Brown;Taco Pozo;22007050;0,5;2 
CHACO;Almirante Brown;Taco Pozo;22007050;0,512;1 
CHACO;Almirante Brown;Taco Pozo;22007050;5;49 
CHACO;Almirante Brown;Taco Pozo;22007050;10;199 
CHACO;Almirante Brown;Taco Pozo;22007050;12;60 
CHACO;Almirante Brown;Taco Pozo;22007050;15;56 
CHACO;Bermejo;General Vedia;22014010;0,5;1 
CHACO;Bermejo;General Vedia;22014010;3;113 
CHACO;Bermejo;General Vedia;22014010;4;18 
CHACO;Bermejo;General Vedia;22014010;5;30 
CHACO;Bermejo;General Vedia;22014010;6;11 
CHACO;Bermejo;General Vedia;22014010;10;74 
CHACO;Bermejo;General Vedia;22014010;15;2 
CHACO;Bermejo;Isla del Cerrito;22014020;0,5;1 
CHACO;Bermejo;La Leonesa;22014030;1;5 
CHACO;Bermejo;La Leonesa;22014030;3;213 
CHACO;Bermejo;La Leonesa;22014030;4;26 
CHACO;Bermejo;La Leonesa;22014030;6;32 
CHACO;Bermejo;La Leonesa;22014030;10;278 
CHACO;Bermejo;La Leonesa;22014030;15;16 
CHACO;Bermejo;La Leonesa;22014030;20;11 
CHACO;Bermejo;Las Palmas;22014040;0,5;1 
CHACO;Bermejo;Las Palmas;22014040;3;222 
CHACO;Bermejo;Las Palmas;22014040;4;48 
CHACO;Bermejo;Las Palmas;22014040;6;8 
CHACO;Bermejo;Puerto Bermejo Nuevo;22014050;3;40 
CHACO;Bermejo;Puerto Bermejo Nuevo;22014050;4;7 
CHACO;Bermejo;Puerto Bermejo Nuevo;22014050;5;10 
CHACO;Bermejo;Puerto Bermejo Nuevo;22014050;6;4 
CHACO;Bermejo;Puerto Eva Perón;22014070;0,5;1 
CHACO;Bermejo;Puerto Eva Perón;22014070;3;41 
CHACO;Bermejo;Puerto Eva Perón;22014070;5;13 
CHACO;Chacabuco;Charata;22028010;0,5;2 
CHACO;Chacabuco;Charata;22028010;1;9 
CHACO;Chacabuco;Charata;22028010;3;292 
CHACO;Chacabuco;Charata;22028010;5;524 
CHACO;Chacabuco;Charata;22028010;6;167 
CHACO;Chacabuco;Charata;22028010;10;840 
CHACO;Chacabuco;Charata;22028010;15;38 
CHACO;Chacabuco;Charata;22028010;20;14 
CHACO;Chacabuco;Charata;22028010;25;1.268 
CHACO;Chacabuco;Charata;22028010;30;207 
CHACO;Chacabuco;Charata;22028010;50;917 
CHACO;Chacabuco;Charata;22028010;100;472 
CHACO;Comandante Fernández;Presidencia Roque Sáenz Peña;22021010;0;41 
CHACO;Comandante Fernández;Presidencia Roque Sáenz Peña;22021010;0,5;2 
CHACO;Comandante Fernández;Presidencia Roque Sáenz Peña;22021010;1;29 
CHACO;Comandante Fernández;Presidencia Roque Sáenz Peña;22021010;3;108 
CHACO;Comandante Fernández;Presidencia Roque Sáenz Peña;22021010;5;300 
CHACO;Comandante Fernández;Presidencia Roque Sáenz Peña;22021010;6;208 
CHACO;Comandante Fernández;Presidencia Roque Sáenz Peña;22021010;10;537 
CHACO;Comandante Fernández;Presidencia Roque Sáenz Peña;22021010;15;39 
CHACO;Comandante Fernández;Presidencia Roque Sáenz Peña;22021010;20;514 
CHACO;Comandante Fernández;Presidencia Roque Sáenz Peña;22021010;25;802 
CHACO;Comandante Fernández;Presidencia Roque Sáenz Peña;22021010;30;30 
CHACO;Comandante Fernández;Presidencia Roque Sáenz Peña;22021010;50;483 
CHACO;Comandante Fernández;Presidencia Roque Sáenz Peña;22021010;100;3.010 
CHACO;Comandante Fernández;Presidencia Roque Sáenz Peña;22021010;300;3.121 
CHACO;Comandante Fernández;Presidencia Roque Sáenz Peña;22021010;500;147 
CHACO;Comandante Fernández;Presidencia Roque Sáenz Peña;22021010;1000;13 
CHACO;Fray Justo Santa María De Oro;Chorotis;22043010;0;25 
CHACO;Fray Justo Santa María De Oro;OTROS;Sin Datos;0;60 
CHACO;Fray Justo Santa María De Oro;Santa Sylvina;22043020;0;950 
CHACO;Fray Justo Santa María de Oro;Santa Sylvina;22043020;0,5;33 
CHACO;General Belgrano;Corzuela;22049010;0,5;1 
CHACO;General Belgrano;Corzuela;22049010;1;1 
CHACO;General Belgrano;Corzuela;22049010;3;2 
CHACO;General Belgrano;Corzuela;22049010;5;171 
CHACO;General Belgrano;Corzuela;22049010;6;5 
CHACO;General Belgrano;Corzuela;22049010;10;52 
CHACO;General Belgrano;Corzuela;22049010;15;8 
CHACO;General Donovan;La Escondida;22056010;0,5;2 
CHACO;General Donovan;La Escondida;22056010;3;1 
CHACO;General Donovan;La Escondida;22056010;6;315 
CHACO;General Donovan;La Escondida;22056010;10;24 
CHACO;General Donovan;La Escondida;22056010;15;146 
CHACO;General Donovan;La Escondida;22056010;20;19 
CHACO;General Donovan;La Escondida;22056010;25;10 
CHACO;General Donovan;La Escondida;22056010;35;4 
CHACO;General Donovan;La Escondida;22056010;50;4 
CHACO;General Donovan;La Verde;22056020;0,5;2 
CHACO;General Donovan;La Verde;22056020;2;300 
CHACO;General Donovan;La Verde;22056020;3;5 
CHACO;General Donovan;La Verde;22056020;5;8 
CHACO;General Donovan;La Verde;22056020;6;142 
CHACO;General Donovan;La Verde;22056020;10;4 
CHACO;General Donovan;La Verde;22056020;15;12 
CHACO;General Donovan;La Verde;22056020;20;23 
CHACO;General Donovan;La Verde;22056020;35;1 
CHACO;General Donovan;La Verde;22056020;50;3 
CHACO;General Donovan;Lapachito;22056030;1;1 
CHACO;General Donovan;Lapachito;22056030;6;90 
CHACO;General Donovan;Lapachito;22056030;15;17 
CHACO;General Donovan;Lapachito;22056030;20;18 
CHACO;General Donovan;Lapachito;22056030;25;3 
CHACO;General Donovan;Lapachito;22056030;35;5 
CHACO;General Donovan;Lapachito;22056030;50;2 
CHACO;General Donovan;Makallé;22056040;0,5;1 
CHACO;General Donovan;Makallé;22056040;6;502 
CHACO;General Donovan;Makallé;22056040;10;21 
CHACO;General Donovan;Makallé;22056040;15;2 
CHACO;General Donovan;Makallé;22056040;20;2 
CHACO;General Güemes;El Espinillo;22063010;0,5;1 
CHACO;General Güemes;El Sauzal;22063020;2;63 
CHACO;General Güemes;El Sauzalito;22063030;0,5;1 
CHACO;General Güemes;El Sauzalito;22063030;1;96 
CHACO;General Güemes;El Sauzalito;22063030;3;20 
CHACO;General Güemes;El Sauzalito;22063030;5;4 
CHACO;General Güemes;Fortín Lavalle;22063040;3;20 
CHACO;General Güemes;Fortín Lavalle;22063040;4;12 
CHACO;General Güemes;Fortín Lavalle;22063040;6;4 
CHACO;General Güemes;Fuerte Esperanza;22063050;2;1 
CHACO;General Güemes;Fuerte Esperanza;22063050;5;3 
CHACO;General Güemes;Juan José Castelli;22063060;1;4 
CHACO;General Güemes;Juan José Castelli;22063060;3;236 
CHACO;General Güemes;Juan José Castelli;22063060;4;80 
CHACO;General Güemes;Juan José Castelli;22063060;5;43 
CHACO;General Güemes;Juan José Castelli;22063060;6;84 
CHACO;General Güemes;Juan José Castelli;22063060;10;472 
CHACO;General Güemes;Juan José Castelli;22063060;15;294 
CHACO;General Güemes;Juan José Castelli;22063060;20;3 
CHACO;General Güemes;Miraflores;22063070;3;300 
CHACO;General Güemes;Miraflores;22063070;4;3 
CHACO;General Güemes;Miraflores;22063070;5;2 
CHACO;General Güemes;Miraflores;22063070;15;162 
CHACO;General Güemes;Miraflores;22063070;20;228 
CHACO;General Güemes;Miraflores;22063070;25;7 
CHACO;General Güemes;Miraflores;22063070;35;6 
CHACO;General Güemes;Miraflores;22063070;50;4 
CHACO;General Güemes;Nueva Pompeya;22063080;0,5;3 
CHACO;General Güemes;Nueva Pompeya;22063080;1;1 
CHACO;General Güemes;Nueva Pompeya;22063080;3;308 
CHACO;General Güemes;Nueva Pompeya;22063080;10;2 
CHACO;General Güemes;Villa Río Bermejito;22063100;0,5;2 
CHACO;General Güemes;Villa Río Bermejito;22063100;3;86 
CHACO;General Güemes;Villa Río Bermejito;22063100;4;49 
CHACO;General Güemes;Villa Río Bermejito;22063100;5;32 
CHACO;General Güemes;Villa Río Bermejito;22063100;6;12 
CHACO;General Güemes;Villa Río Bermejito;22063100;10;198 
CHACO;General Güemes;Wichi;22063110;1;1 
CHACO;General Güemes;Wichi;22063110;2;91 
CHACO;Independencia;Avia Terai;22070010;0,5;1 
CHACO;Independencia;Avia Terai;22070010;1;1 
CHACO;Independencia;Avia Terai;22070010;5;12 
CHACO;Independencia;Avia Terai;22070010;6;2 
CHACO;Independencia;Avia Terai;22070010;10;40 
CHACO;Independencia;Avia Terai;22070010;15;6 
CHACO;Independencia;Avia Terai;22070010;20;2 
CHACO;Independencia;Campo Largo;22070020;0;3 
CHACO;Independencia;Campo Largo;22070020;3;3 
CHACO;Independencia;Campo Largo;22070020;5;12 
CHACO;Independencia;Campo Largo;22070020;6;14 
CHACO;Independencia;Campo Largo;22070020;10;49 
CHACO;Independencia;Campo Largo;22070020;15;6 
CHACO;Independencia;Campo Largo;22070020;20;4 
CHACO;Independencia;Campo Largo;22070020;100;450 
CHACO;Libertad;Laguna Blanca;22077030;0,5;2 
CHACO;Libertad;Puerto Tirol;22077040;1;3 
CHACO;Libertad;Puerto Tirol;22077040;2;59 
CHACO;Libertad;Puerto Tirol;22077040;3;24 
CHACO;Libertad;Puerto Tirol;22077040;5;75 
CHACO;Libertad;Puerto Tirol;22077040;6;42 
CHACO;Libertad;Puerto Tirol;22077040;10;288 
CHACO;Libertad;Puerto Tirol;22077040;15;27 
CHACO;Libertad;Puerto Tirol;22077040;20;1 
CHACO;Libertad;Puerto Tirol;22077040;30;365 
CHACO;Libertador General San Martín;Ciervo Petiso;22084010;0,5;1 
CHACO;Libertador General San Martín;General José de San Martín;22084020;3;113 
CHACO;Libertador General San Martín;General José de San Martín;22084020;4;35 
CHACO;Libertador General San Martín;General José de San Martín;22084020;5;42 
CHACO;Libertador General San Martín;General José de San Martín;22084020;6;13 
CHACO;Libertador General San Martín;General José de San Martín;22084020;8;220 
CHACO;Libertador General San Martín;General José de San Martín;22084020;10;54 
CHACO;Libertador General San Martín;General José de San Martín;22084020;12;77 
CHACO;Libertador General San Martín;General José de San Martín;22084020;15;5 
CHACO;Libertador General San Martín;General José de San Martín;22084020;20;2 
CHACO;Libertador General San Martín;General José de San Martín;22084020;30;1.325 
CHACO;Libertador General San Martín;General José de San Martín;22084020;50;4.053 
CHACO;Libertador General San Martín;General José de San Martín;22084020;100;1.115 
CHACO;Libertador General San Martín;General José de San Martín;22084020;120;18 
CHACO;Libertador General San Martín;General José de San Martín;22084020;200;49 
CHACO;Libertador General San Martín;General José de San Martín;22084020;250;21 
CHACO;Libertador General San Martín;La Eduvigis;22084030;0,5;1 
CHACO;Libertador General San Martín;Laguna Limpia;22084040;7;32 
CHACO;Libertador General San Martín;Laguna Limpia;22084040;15;57 
CHACO;Libertador General San Martín;Pampa Almirón;22084050;5;11 
CHACO;Libertador General San Martín;Pampa Almirón;22084050;15;50 
CHACO;Libertador General San Martín;Pampa del Indio;22084060;0,5;2 
CHACO;Libertador General San Martín;Pampa del Indio;22084060;3;16 
CHACO;Libertador General San Martín;Pampa del Indio;22084060;4;1 
CHACO;Libertador General San Martín;Pampa del Indio;22084060;5;25 
CHACO;Libertador General San Martín;Pampa del Indio;22084060;10;60 
CHACO;Libertador General San Martín;Pampa del Indio;22084060;15;656 
CHACO;Libertador General San Martín;Presidencia Roca;22084070;0,5;2 
CHACO;Libertador General San Martín;Presidencia Roca;22084070;3;39 
CHACO;Libertador General San Martín;Presidencia Roca;22084070;4;7 
CHACO;Libertador General San Martín;Presidencia Roca;22084070;5;12 
CHACO;Libertador General San Martín;Presidencia Roca;22084070;10;328 
CHACO;Libertador General San Martín;Presidencia Roca;22084070;15;160 
CHACO;Libertador General San Martín;Presidencia Roca;22084070;30;3 
CHACO;Maipú;Tres Isletas;22091010;3;31 
CHACO;Maipú;Tres Isletas;22091010;4;3 
CHACO;Maipú;Tres Isletas;22091010;6;25 
CHACO;Maipú;Tres Isletas;22091010;10;129 
CHACO;Maipú;Tres Isletas;22091010;15;45 
CHACO;Maipú;Tres Isletas;22091010;20;17 
CHACO;Mayor Luis J. Fontana;Coronel Du Graty;22098010;0,5;74 
CHACO;Mayor Luis J. Fontana;Coronel Du Graty;22098010;5;523 
CHACO;Mayor Luis J. Fontana;Coronel Du Graty;22098010;10;206 
CHACO;Mayor Luis J. Fontana;Coronel Du Graty;22098010;15;419 
CHACO;Mayor Luis J. Fontana;Coronel Du Graty;22098010;25;97 
CHACO;Mayor Luis J. Fontana;Enrique Urién;22098020;5;9 
CHACO;Mayor Luis J. Fontana;Villa Angela;22098030;0;7 
CHACO;Mayor Luis J. Fontana;Villa Angela;22098030;1;56 
CHACO;Mayor Luis J. Fontana;Villa Angela;22098030;2;218 
CHACO;Mayor Luis J. Fontana;Villa Angela;22098030;3;116 
CHACO;Mayor Luis J. Fontana;Villa Angela;22098030;4;89 
CHACO;Mayor Luis J. Fontana;Villa Angela;22098030;5;413 
CHACO;Mayor Luis J. Fontana;Villa Angela;22098030;6;229 
CHACO;Mayor Luis J. Fontana;Villa Angela;22098030;10;280 
CHACO;Mayor Luis J. Fontana;Villa Angela;22098030;15;26 
CHACO;Mayor Luis J. Fontana;Villa Angela;22098030;20;10 
CHACO;Mayor Luis J. Fontana;Villa Angela;22098030;25;1.108 
CHACO;Mayor Luis J. Fontana;Villa Angela;22098030;50;979 
CHACO;Mayor Luis J. Fontana;Villa Angela;22098030;100;2.062 
CHACO;Mayor Luis J. Fontana;Villa Angela;22098030;300;872 
CHACO;Mayor Luis J. Fontana;Villa Angela;22098030;500;2 
CHACO;Mayor Luis J. Fontana;Villa Angela;22098030;1000;2 
CHACO;O Higgins;La Clotilde;22112010;0;116 
CHACO;O Higgins;La Clotilde;22112010;0,5;33 
CHACO;O Higgins;La Clotilde;22112010;5;43 
CHACO;O Higgins;La Tigra;22112020;0;252 
CHACO;O Higgins;La Tigra;22112020;0,5;1 
CHACO;O Higgins;San Bernardo;22112030;0;38 
CHACO;O Higgins;San Bernardo;22112030;0,5;3 
CHACO;O Higgins;San Bernardo;22112030;5;12 
CHACO;O Higgins;San Bernardo;22112030;6;147 
CHACO;OTROS;Otros;Sin Datos;0;1.704 
CHACO;Presidencia de la Plaza;Presidencia de la Plaza;22119010;1;1 
CHACO;Presidencia de la Plaza;Presidencia de la Plaza;22119010;3;2 
CHACO;Presidencia de la Plaza;Presidencia de la Plaza;22119010;5;24 
CHACO;Presidencia de la Plaza;Presidencia de la Plaza;22119010;6;608 
CHACO;Presidencia de la Plaza;Presidencia de la Plaza;22119010;10;77 
CHACO;Presidencia de la Plaza;Presidencia de la Plaza;22119010;15;84 
CHACO;Presidencia de la Plaza;Presidencia de la Plaza;22119010;20;1 
CHACO;Quitilipi;Quitilipi;22133010;1;1 
CHACO;Quitilipi;Quitilipi;22133010;3;123 
CHACO;Quitilipi;Quitilipi;22133010;5;27 
CHACO;Quitilipi;Quitilipi;22133010;6;43 
CHACO;Quitilipi;Quitilipi;22133010;10;338 
CHACO;Quitilipi;Quitilipi;22133010;15;19 
CHACO;Quitilipi;Quitilipi;22133010;20;10 
CHACO;Quitilipi;Quitilipi;22133010;35;1 
CHACO;Quitilipi;Villa El Palmar;22133020;10;1 
CHACO;Quitilipi;Villa El Palmar;22133020;15;98 
CHACO;San Fernando;Barranqueras;22140010;3,5;130 
CHACO;San Fernando;Barranqueras;22140010;5;144 
CHACO;San Fernando;Barranqueras;22140010;10;1 
CHACO;San Fernando;Barranqueras;22140010;30;1 
CHACO;San Fernando;Barranqueras;22140010;50;231 
CHACO;San Fernando;Barranqueras;22140010;100;1.919 
CHACO;San Fernando;Barranqueras;22140010;300;1.434 
CHACO;San Fernando;Barranqueras;22140010;500;92 
CHACO;San Fernando;Barranqueras;22140010;1000;8 
CHACO;San Fernando;Basail;22140020;0;1 
CHACO;San Fernando;Basail;22140020;0,5;1 
CHACO;San Fernando;Basail;22140020;3;3 
CHACO;San Fernando;Basail;22140020;6;71 
CHACO;San Fernando;Basail;22140020;9;1 
CHACO;San Fernando;Basail;22140020;10;51 
CHACO;San Fernando;Basail;22140020;15;83 
CHACO;San Fernando;Basail;22140020;20;3 
CHACO;San Fernando;Basail;22140020;30;1 
CHACO;San Fernando;Fontana;22140040;5;152 
CHACO;San Fernando;Fontana;22140040;15;656 
CHACO;San Fernando;OTROS;Sin Datos;0,5;3 
CHACO;San Fernando;Puerto Vilelas;22140050;0,5;1 
CHACO;San Fernando;Puerto Vilelas;22140050;5;1 
CHACO;San Fernando;Puerto Vilelas;22140050;10;1 
CHACO;San Fernando;Resistencia;22140060;0;11 
CHACO;San Fernando;Resistencia;22140060;0,5;5 
CHACO;San Fernando;Resistencia;22140060;0,512;1 
CHACO;San Fernando;Resistencia;22140060;1;131 
CHACO;San Fernando;Resistencia;22140060;2;46 
CHACO;San Fernando;Resistencia;22140060;3;213 
CHACO;San Fernando;Resistencia;22140060;3,5;2 
CHACO;San Fernando;Resistencia;22140060;5;698 
CHACO;San Fernando;Resistencia;22140060;6;488 
CHACO;San Fernando;Resistencia;22140060;7;10 
CHACO;San Fernando;Resistencia;22140060;8;2 
CHACO;San Fernando;Resistencia;22140060;10;1.199 
CHACO;San Fernando;Resistencia;22140060;15;124 
CHACO;San Fernando;Resistencia;22140060;20;698 
CHACO;San Fernando;Resistencia;22140060;30;34 
CHACO;San Fernando;Resistencia;22140060;50;26.156 
CHACO;San Fernando;Resistencia;22140060;100;38.258 
CHACO;San Fernando;Resistencia;22140060;120;605 
CHACO;San Fernando;Resistencia;22140060;200;914 
CHACO;San Fernando;Resistencia;22140060;250;207 
CHACO;San Fernando;Resistencia;22140060;300;17.867 
CHACO;San Fernando;Resistencia;22140060;500;1.155 
CHACO;San Fernando;Resistencia;22140060;600;884 
CHACO;San Fernando;Resistencia;22140060;1000;141 
CHACO;San Lorenzo;Samuhú;22147010;0,5;1 
CHACO;San Lorenzo;Villa Berthet;22147020;0,5;1 
CHACO;San Lorenzo;Villa Berthet;22147020;5;32 
CHACO;San Lorenzo;Villa Berthet;22147020;6;351 
CHACO;San Lorenzo;Villa Berthet;22147020;15;496 
CHACO;San Lorenzo;Villa Berthet;22147020;20;40 
CHACO;San Lorenzo;Villa Berthet;22147020;25;6 
CHACO;San Lorenzo;Villa Berthet;22147020;35;1 
CHACO;San Lorenzo;Villa Berthet;22147020;50;4 
CHACO;Sargento Cabral;Capitán Solari;22154010;5;41 
CHACO;Sargento Cabral;Colonia Elisa;22154020;0,5;2 
CHACO;Sargento Cabral;Colonias Unidas;22154030;7;15 
CHACO;Sargento Cabral;Colonias Unidas;22154030;30;394 
CHACO;Sargento Cabral;Las Garcitas;22154050;0,5;1 
CHACO;Sargento Cabral;Las Garcitas;22154050;7;49 
CHACO;Sargento Cabral;Las Garcitas;22154050;15;126 
CHACO;Tapenagá;Charadai;22161010;0,5;1 
CHACO;Tapenagá;Charadai;22161010;5;17 
CHUBUT;Biedma;Arroyo Verde;26007010;0,5;1 
CHUBUT;Biedma;Puerto Madryn;26007020;0;10.070 
