Provincia,Partido,Localidad,link Indec,Velocidad (Mbps),Accesos
CORDOBA,Calamuchita,Villa Rumipal,14007340,6.0,157
CORDOBA,Calamuchita,Villa Rumipal,14007340,10.0,395
CORDOBA,Calamuchita,Villa Rumipal,14007340,20.0,59
CORDOBA,Calamuchita,Villa Rumipal,14007340,30.0,4
CORDOBA,Calamuchita,Villa Rumipal,14007340,50.0,2
CORDOBA,Calamuchita,Villa San Miguel,14007170,0.0,1
CORDOBA,Calamuchita,Villa San Miguel,14007170,2.0,4
CORDOBA,Calamuchita,Villa Yacanto,14007360,3.0,2
CORDOBA,Calamuchita,Villa Yacanto,14007360,10.0,131
CORDOBA,Capital,Córdoba,14014010,0.0,601
CORDOBA,Capital,Córdoba,14014010,0.256,2
CORDOBA,Capital,Córdoba,14014010,0.5,10
CORDOBA,Capital,Córdoba,14014010,0.512,8
CORDOBA,Capital,Córdoba,14014010,0.75,33
CORDOBA,Capital,Córdoba,14014010,1.0,968
CORDOBA,Capital,Córdoba,14014010,2.0,1
CORDOBA,Capital,Córdoba,14014010,3.0,2
CORDOBA,Capital,Córdoba,14014010,3.5,36
CORDOBA,Capital,Córdoba,14014010,4.0,220
CORDOBA,Capital,Córdoba,14014010,5.0,208
CORDOBA,Capital,Córdoba,14014010,6.0,7
CORDOBA,Capital,Córdoba,14014010,7.0,1
CORDOBA,Capital,Córdoba,14014010,8.0,267
CORDOBA,Capital,Córdoba,14014010,10.0,10
CORDOBA,Capital,Córdoba,14014010,11.0,1
CORDOBA,Capital,Córdoba,14014010,12.0,54
CORDOBA,Capital,Córdoba,14014010,15.0,2
CORDOBA,Capital,Córdoba,14014010,16.0,1
CORDOBA,Capital,Córdoba,14014010,18.0,1
CORDOBA,Capital,Córdoba,14014010,20.0,5
CORDOBA,Capital,Córdoba,14014010,25.0,42
CORDOBA,Capital,Córdoba,14014010,30.0,1
CORDOBA,Capital,Córdoba,14014010,35.0,2
CORDOBA,Capital,Córdoba,14014010,40.0,1
CORDOBA,Capital,Córdoba,14014010,50.0,168
CORDOBA,Capital,Córdoba,14014010,60.0,2
CORDOBA,Capital,Córdoba,14014010,70.0,2
CORDOBA,Capital,Córdoba,14014010,100.0,177
CORDOBA,Capital,Córdoba,14014010,140.0,1
CORDOBA,Capital,Córdoba,14014010,150.0,15
CORDOBA,Capital,Córdoba,14014010,225.0,1
CORDOBA,Capital,Córdoba,14014010,300.0,126
CORDOBA,Capital,Córdoba,14014010,500.0,11
CORDOBA,Capital,Córdoba,14014010,600.0,5
CORDOBA,Capital,Córdoba,14014010,700.0,1
CORDOBA,Capital,Córdoba,14014010,850.0,1
CORDOBA,Capital,Córdoba,14014010,1000.0,2
CORDOBA,Colón,Agua de Oro,14021010,1.0,115
CORDOBA,Colón,Agua de Oro,14021010,2.0,55
CORDOBA,Colón,Agua de Oro,14021010,3.0,204
CORDOBA,Colón,Agua de Oro,14021010,4.0,7
CORDOBA,Colón,Agua de Oro,14021010,5.0,21
CORDOBA,Colón,Agua de Oro,14021010,6.0,7
CORDOBA,Colón,Agua de Oro,14021010,10.0,36
CORDOBA,Colón,Agua de Oro,14021010,15.0,40
CORDOBA,Colón,Agua de Oro,14021010,20.0,15
CORDOBA,Colón,Ascochinga,14021020,3.0,3
CORDOBA,Colón,Ascochinga,14021020,6.0,38
CORDOBA,Colón,Ascochinga,14021020,10.0,67
CORDOBA,Colón,Ascochinga,14021020,15.0,3
CORDOBA,Colón,Ascochinga,14021020,20.0,1
CORDOBA,Colón,Colonia Caroya,14021050,0.0,3
CORDOBA,Colón,Colonia Caroya,14021050,1.0,80
CORDOBA,Colón,Colonia Caroya,14021050,2.0,174
CORDOBA,Colón,Colonia Caroya,14021050,3.0,230
CORDOBA,Colón,Colonia Caroya,14021050,5.0,105
CORDOBA,Colón,Colonia Caroya,14021050,8.0,18
CORDOBA,Colón,Colonia Caroya,14021050,10.0,119
CORDOBA,Colón,Colonia Caroya,14021050,20.0,8
CORDOBA,Colón,Colonia Caroya,14021050,30.0,6
CORDOBA,Colón,Colonia Caroya,14021050,50.0,6
CORDOBA,Colón,Colonia Caroya,14021050,60.0,6
CORDOBA,Colón,Colonia Caroya,14021050,100.0,1
CORDOBA,Colón,Colonia Caroya,14021050,200.0,205
CORDOBA,Colón,Colonia Caroya,14021050,300.0,199
CORDOBA,Colón,Colonia Caroya,14021050,500.0,6
CORDOBA,Colón,Colonia Caroya,14021050,600.0,38
CORDOBA,Colón,Colonia Caroya,14021050,1000.0,4
CORDOBA,Colón,El Manzano,14021110,2.0,60
CORDOBA,Colón,El Manzano,14021110,3.0,50
CORDOBA,Colón,El Manzano,14021110,4.0,15
CORDOBA,Colón,El Manzano,14021110,5.0,9
CORDOBA,Colón,El Manzano,14021110,6.0,10
CORDOBA,Colón,El Manzano,14021110,50.0,1
CORDOBA,Colón,General Paz,14021130,3.0,1
CORDOBA,Colón,General Paz,14021130,6.0,10
CORDOBA,Colón,General Paz,14021130,10.0,122
CORDOBA,Colón,General Paz,14021130,15.0,20
CORDOBA,Colón,General Paz,14021130,20.0,3
CORDOBA,Colón,Jesús María,14021140,0.0,7
CORDOBA,Colón,Jesús María,14021140,1.0,36
CORDOBA,Colón,Jesús María,14021140,2.0,88
CORDOBA,Colón,Jesús María,14021140,3.0,154
CORDOBA,Colón,Jesús María,14021140,5.0,46
CORDOBA,Colón,Jesús María,14021140,6.0,85
CORDOBA,Colón,Jesús María,14021140,8.0,3
CORDOBA,Colón,Jesús María,14021140,10.0,290
CORDOBA,Colón,Jesús María,14021140,15.0,20
CORDOBA,Colón,Jesús María,14021140,20.0,23
CORDOBA,Colón,Jesús María,14021140,30.0,2
CORDOBA,Colón,Jesús María,14021140,50.0,6
CORDOBA,Colón,Jesús María,14021140,60.0,5
CORDOBA,Colón,Jesús María,14021140,100.0,3
CORDOBA,Colón,Jesús María,14021140,200.0,245
CORDOBA,Colón,Jesús María,14021140,300.0,1
CORDOBA,Colón,Jesús María,14021140,500.0,75
CORDOBA,Colón,Jesús María,14021140,600.0,49
CORDOBA,Colón,Jesús María,14021140,1000.0,26
CORDOBA,Colón,La Calera,14021150,0.5,1
CORDOBA,Colón,La Calera,14021150,1.0,9
CORDOBA,Colón,La Calera,14021150,3.0,40
CORDOBA,Colón,La Calera,14021150,6.0,621
CORDOBA,Colón,La Calera,14021150,10.0,862
CORDOBA,Colón,La Calera,14021150,15.0,236
CORDOBA,Colón,La Calera,14021150,20.0,158
CORDOBA,Colón,La Calera,14021150,30.0,16
CORDOBA,Colón,La Calera,14021150,50.0,435
CORDOBA,Colón,La Calera,14021150,100.0,4
CORDOBA,Colón,La Calera,14021150,200.0,2
CORDOBA,Colón,La Calera,14021150,300.0,3
CORDOBA,Colón,La Calera,14021150,500.0,421
CORDOBA,Colón,La Calera,14021150,1000.0,54
CORDOBA,Colón,La Granja,14021160,1.0,29
CORDOBA,Colón,La Granja,14021160,3.0,48
CORDOBA,Colón,La Granja,14021160,5.0,10
CORDOBA,Colón,La Granja,14021160,6.0,97
CORDOBA,Colón,La Granja,14021160,8.0,8
CORDOBA,Colón,La Granja,14021160,10.0,183
CORDOBA,Colón,La Granja,14021160,15.0,28
CORDOBA,Colón,La Granja,14021160,20.0,2
CORDOBA,Colón,Los Molles,14021180,0.5,2
CORDOBA,Colón,Malvinas Argentinas,14021190,1.0,2
CORDOBA,Colón,Malvinas Argentinas,14021190,3.0,16
CORDOBA,Colón,Malvinas Argentinas,14021190,4.0,35
CORDOBA,Colón,Malvinas Argentinas,14021190,6.0,145
CORDOBA,Colón,Malvinas Argentinas,14021190,8.0,83
CORDOBA,Colón,Malvinas Argentinas,14021190,10.0,219
CORDOBA,Colón,Malvinas Argentinas,14021190,12.0,32
CORDOBA,Colón,Malvinas Argentinas,14021190,15.0,38
CORDOBA,Colón,Malvinas Argentinas,14021190,30.0,1
CORDOBA,Colón,Mendiolaza,14021200,1.0,4
CORDOBA,Colón,Mendiolaza,14021200,3.0,6
CORDOBA,Colón,Mendiolaza,14021200,6.0,87
CORDOBA,Colón,Mendiolaza,14021200,10.0,393
CORDOBA,Colón,Mendiolaza,14021200,12.0,4
CORDOBA,Colón,Mendiolaza,14021200,15.0,360
CORDOBA,Colón,Mendiolaza,14021200,20.0,43
CORDOBA,Colón,Mendiolaza,14021200,25.0,228
CORDOBA,Colón,Mendiolaza,14021200,40.0,472
CORDOBA,Colón,Mendiolaza,14021200,50.0,130
CORDOBA,Colón,Mendiolaza,14021200,60.0,472
CORDOBA,Colón,Mendiolaza,14021200,100.0,1
CORDOBA,Colón,Mendiolaza,14021200,120.0,333
CORDOBA,Colón,Mendiolaza,14021200,300.0,1
CORDOBA,Colón,Mendiolaza,14021200,500.0,262
CORDOBA,Colón,Mendiolaza,14021200,1000.0,21
CORDOBA,Colón,Mi Granja,14021210,10.0,1
CORDOBA,Colón,OTROS,Sin Datos,5.0,16
CORDOBA,Colón,Pajas Blancas,14021220,3.0,8
CORDOBA,Colón,Pajas Blancas,14021220,5.0,10
CORDOBA,Colón,Río Ceballos,14021230,0.0,1
CORDOBA,Colón,Río Ceballos,14021230,0.5,1
CORDOBA,Colón,Río Ceballos,14021230,1.0,91
CORDOBA,Colón,Río Ceballos,14021230,3.0,69
CORDOBA,Colón,Río Ceballos,14021230,6.0,390
CORDOBA,Colón,Río Ceballos,14021230,10.0,471
CORDOBA,Colón,Río Ceballos,14021230,15.0,100
CORDOBA,Colón,Río Ceballos,14021230,20.0,150
CORDOBA,Colón,Río Ceballos,14021230,30.0,10
CORDOBA,Colón,Río Ceballos,14021230,50.0,503
CORDOBA,Colón,Río Ceballos,14021230,100.0,3
CORDOBA,Colón,Río Ceballos,14021230,300.0,1
CORDOBA,Colón,Río Ceballos,14021230,500.0,132
CORDOBA,Colón,Río Ceballos,14021230,1000.0,28
CORDOBA,Colón,Saldán,14021240,0.0,471
CORDOBA,Colón,Saldán,14021240,1.0,1
CORDOBA,Colón,Saldán,14021240,3.0,2
CORDOBA,Colón,Saldán,14021240,6.0,358
CORDOBA,Colón,Saldán,14021240,10.0,12
CORDOBA,Colón,Saldán,14021240,12.0,25
CORDOBA,Colón,Saldán,14021240,15.0,7
CORDOBA,Colón,Saldán,14021240,50.0,99
CORDOBA,Colón,Saldán,14021240,100.0,923
CORDOBA,Colón,Saldán,14021240,300.0,740
CORDOBA,Colón,Saldán,14021240,500.0,79
CORDOBA,Colón,Saldán,14021240,1000.0,5
CORDOBA,Colón,Salsipuedes,14021250,2.0,1
CORDOBA,Colón,Salsipuedes,14021250,3.0,840
CORDOBA,Colón,Salsipuedes,14021250,4.0,228
CORDOBA,Colón,Salsipuedes,14021250,6.0,383
CORDOBA,Colón,Salsipuedes,14021250,10.0,29
CORDOBA,Colón,Salsipuedes,14021250,15.0,1
CORDOBA,Colón,Salsipuedes,14021250,20.0,1
CORDOBA,Colón,Salsipuedes,14021250,30.0,3
CORDOBA,Colón,Salsipuedes,14021250,50.0,275
CORDOBA,Colón,Salsipuedes,14021250,100.0,559
CORDOBA,Colón,Salsipuedes,14021250,300.0,317
CORDOBA,Colón,Salsipuedes,14021250,500.0,19
CORDOBA,Colón,Salsipuedes,14021250,1000.0,5
CORDOBA,Colón,Unquillo,14021280,1.0,70
CORDOBA,Colón,Unquillo,14021280,2.0,136
CORDOBA,Colón,Unquillo,14021280,3.0,366
CORDOBA,Colón,Unquillo,14021280,5.0,41
CORDOBA,Colón,Unquillo,14021280,6.0,921
CORDOBA,Colón,Unquillo,14021280,10.0,799
CORDOBA,Colón,Unquillo,14021280,15.0,124
CORDOBA,Colón,Unquillo,14021280,20.0,89
CORDOBA,Colón,Unquillo,14021280,30.0,11
CORDOBA,Colón,Unquillo,14021280,40.0,243
CORDOBA,Colón,Unquillo,14021280,50.0,75
CORDOBA,Colón,Unquillo,14021280,60.0,327
CORDOBA,Colón,Unquillo,14021280,100.0,498
CORDOBA,Colón,Unquillo,14021280,120.0,317
CORDOBA,Colón,Unquillo,14021280,300.0,506
CORDOBA,Colón,Unquillo,14021280,500.0,32
CORDOBA,Colón,Unquillo,14021280,1000.0,8
CORDOBA,Colón,Villa Allende,14021290,0.0,233
CORDOBA,Colón,Villa Allende,14021290,1.0,8
CORDOBA,Colón,Villa Allende,14021290,3.0,1
CORDOBA,Colón,Villa Allende,14021290,3.5,1
CORDOBA,Colón,Villa Allende,14021290,6.0,68
CORDOBA,Colón,Villa Allende,14021290,8.0,1
CORDOBA,Colón,Villa Allende,14021290,10.0,195
CORDOBA,Colón,Villa Allende,14021290,12.0,2
CORDOBA,Colón,Villa Allende,14021290,15.0,48
CORDOBA,Colón,Villa Allende,14021290,20.0,49
CORDOBA,Colón,Villa Allende,14021290,25.0,37
CORDOBA,Colón,Villa Allende,14021290,30.0,6
CORDOBA,Colón,Villa Allende,14021290,40.0,74
CORDOBA,Colón,Villa Allende,14021290,50.0,545
CORDOBA,Colón,Villa Allende,14021290,100.0,3
CORDOBA,Colón,Villa Allende,14021290,120.0,241
CORDOBA,Colón,Villa Allende,14021290,300.0,3
CORDOBA,Colón,Villa Allende,14021290,500.0,513
CORDOBA,Colón,Villa Allende,14021290,600.0,31
CORDOBA,Colón,Villa Allende,14021290,1000.0,90
CORDOBA,Colón,Villa Cerro Azul,14021300,1.0,25
CORDOBA,Colón,Villa Cerro Azul,14021300,2.0,15
CORDOBA,Colón,Villa Cerro Azul,14021300,3.0,25
CORDOBA,Colón,Villa Cerro Azul,14021300,4.0,10
CORDOBA,Colón,Villa Cerro Azul,14021300,5.0,10
CORDOBA,Colón,Villa Cerro Azul,14021300,8.0,10
CORDOBA,Colón,Villa El Fachinal - Parque Norte - Guiñazú Norte,14021310,0.5,1
CORDOBA,Colón,Villa El Fachinal - Parque Norte - Guiñazú Norte,14021310,1.0,3
CORDOBA,Colón,Villa El Fachinal - Parque Norte - Guiñazú Norte,14021310,3.0,27
CORDOBA,Colón,Villa El Fachinal - Parque Norte - Guiñazú Norte,14021310,6.0,88
CORDOBA,Colón,Villa El Fachinal - Parque Norte - Guiñazú Norte,14021310,10.0,123
CORDOBA,Colón,Villa El Fachinal - Parque Norte - Guiñazú Norte,14021310,15.0,10
CORDOBA,Colón,Villa El Fachinal - Parque Norte - Guiñazú Norte,14021310,20.0,1
CORDOBA,Colón,Villa Los Llanos - Juárez Celman,14021320,1.0,2
CORDOBA,Colón,Villa Los Llanos - Juárez Celman,14021320,3.0,1
CORDOBA,Colón,Villa Los Llanos - Juárez Celman,14021320,6.0,273
CORDOBA,Colón,Villa Los Llanos - Juárez Celman,14021320,10.0,628
CORDOBA,Colón,Villa Los Llanos - Juárez Celman,14021320,15.0,97
CORDOBA,Colón,Villa Los Llanos - Juárez Celman,14021320,20.0,30
CORDOBA,Colón,Villa Los Llanos - Juárez Celman,14021320,30.0,7
CORDOBA,Colón,Villa Los Llanos - Juárez Celman,14021320,50.0,14
CORDOBA,Cruz del Eje,Alto de los Quebrachos,14028010,2.0,6
CORDOBA,Cruz del Eje,Alto de los Quebrachos,14028010,10.0,12
CORDOBA,Cruz del Eje,Bañado de Soto,14028020,6.0,6
CORDOBA,Cruz del Eje,Bañado de Soto,14028020,10.0,37
CORDOBA,Cruz del Eje,Cruz de Caña,14028040,10.0,10
CORDOBA,Cruz del Eje,Cruz del Eje,14028050,0.0,1
CORDOBA,Cruz del Eje,Cruz del Eje,14028050,1.0,35
CORDOBA,Cruz del Eje,Cruz del Eje,14028050,3.0,113
CORDOBA,Cruz del Eje,Cruz del Eje,14028050,6.0,683
CORDOBA,Cruz del Eje,Cruz del Eje,14028050,10.0,2
CORDOBA,Cruz del Eje,Cruz del Eje,14028050,15.0,36
CORDOBA,Cruz del Eje,Cruz del Eje,14028050,20.0,8
CORDOBA,Cruz del Eje,Cruz del Eje,14028050,50.0,3
CORDOBA,Cruz del Eje,Cruz del Eje,14028050,100.0,1
CORDOBA,Cruz del Eje,El Brete,14028060,1.0,18
CORDOBA,Cruz del Eje,El Brete,14028060,2.0,28
CORDOBA,Cruz del Eje,El Brete,14028060,3.0,3
CORDOBA,Cruz del Eje,El Brete,14028060,4.0,3
CORDOBA,Cruz del Eje,El Brete,14028060,6.0,3
CORDOBA,Cruz del Eje,El Brete,14028060,10.0,142
CORDOBA,Cruz del Eje,Guanaco Muerto,14028080,2.0,11
CORDOBA,Cruz del Eje,Guanaco Muerto,14028080,10.0,25
CORDOBA,Cruz del Eje,La Banda,14028090,0.5,1
CORDOBA,Cruz del Eje,La Batea,14028100,10.0,1
CORDOBA,Cruz del Eje,La Higuera,14028110,10.0,37
CORDOBA,Cruz del Eje,La Higuera,14028110,15.0,1
CORDOBA,Cruz del Eje,Las Playas,14028130,1.0,9
CORDOBA,Cruz del Eje,Las Playas,14028130,2.0,19
CORDOBA,Cruz del Eje,Las Playas,14028130,6.0,2
CORDOBA,Cruz del Eje,Las Playas,14028130,10.0,76
CORDOBA,Cruz del Eje,Los Chañaritos,14028140,1.0,9
CORDOBA,Cruz del Eje,Los Chañaritos,14028140,6.0,3
CORDOBA,Cruz del Eje,Los Chañaritos,14028140,10.0,1
CORDOBA,Cruz del Eje,Media Naranja,14028150,1.0,15
CORDOBA,Cruz del Eje,Media Naranja,14028150,2.0,11
CORDOBA,Cruz del Eje,Media Naranja,14028150,6.0,25
CORDOBA,Cruz del Eje,Media Naranja,14028150,10.0,64
CORDOBA,Cruz del Eje,Paso Viejo,14028160,3.0,6
CORDOBA,Cruz del Eje,Paso Viejo,14028160,6.0,6
CORDOBA,Cruz del Eje,Paso Viejo,14028160,10.0,134
CORDOBA,Cruz del Eje,Paso Viejo,14028160,15.0,2
CORDOBA,Cruz del Eje,Paso Viejo,14028160,20.0,1
CORDOBA,Cruz del Eje,San Marcos Sierra,14028170,3.0,99
CORDOBA,Cruz del Eje,San Marcos Sierra,14028170,6.0,61
CORDOBA,Cruz del Eje,San Marcos Sierra,14028170,10.0,520
CORDOBA,Cruz del Eje,San Marcos Sierra,14028170,12.0,20
CORDOBA,Cruz del Eje,San Marcos Sierra,14028170,15.0,8
CORDOBA,Cruz del Eje,San Marcos Sierra,14028170,20.0,124
CORDOBA,Cruz del Eje,San Marcos Sierra,14028170,30.0,8
CORDOBA,Cruz del Eje,Serrezuela,14028180,1.0,1
CORDOBA,Cruz del Eje,Serrezuela,14028180,3.0,2
CORDOBA,Cruz del Eje,Serrezuela,14028180,6.0,10
CORDOBA,Cruz del Eje,Serrezuela,14028180,10.0,262
CORDOBA,Cruz del Eje,Serrezuela,14028180,15.0,11
CORDOBA,Cruz del Eje,Serrezuela,14028180,20.0,1
CORDOBA,Cruz del Eje,Tuclame,14028190,6.0,2
CORDOBA,Cruz del Eje,Tuclame,14028190,10.0,104
CORDOBA,Cruz del Eje,Villa de Soto,14028200,0.5,2
CORDOBA,Cruz del Eje,Villa de Soto,14028200,1.0,3
CORDOBA,Cruz del Eje,Villa de Soto,14028200,3.0,159
CORDOBA,Cruz del Eje,Villa de Soto,14028200,5.0,78
CORDOBA,Cruz del Eje,Villa de Soto,14028200,6.0,91
CORDOBA,Cruz del Eje,Villa de Soto,14028200,10.0,980
CORDOBA,Cruz del Eje,Villa de Soto,14028200,15.0,16
CORDOBA,Cruz del Eje,Villa de Soto,14028200,20.0,217
CORDOBA,Cruz del Eje,Villa de Soto,14028200,30.0,23
CORDOBA,General Roca,Del Campillo,14035010,0.5,1
CORDOBA,General Roca,Del Campillo,14035010,5.0,1
CORDOBA,General Roca,Del Campillo,14035010,10.0,233
CORDOBA,General Roca,Hipólito Bouchard,14035030,0.0,2
CORDOBA,General Roca,Hipólito Bouchard,14035030,0.5,1
CORDOBA,General Roca,Huinca Renancó,14035040,1.0,40
CORDOBA,General Roca,Huinca Renancó,14035040,2.0,107
CORDOBA,General Roca,Huinca Renancó,14035040,4.0,1
CORDOBA,General Roca,Huinca Renancó,14035040,6.0,1
CORDOBA,General Roca,Huinca Renancó,14035040,8.0,321
CORDOBA,General Roca,Huinca Renancó,14035040,10.0,53
CORDOBA,General Roca,Huinca Renancó,14035040,12.0,35
CORDOBA,General Roca,Huinca Renancó,14035040,14.0,9
CORDOBA,General Roca,Huinca Renancó,14035040,16.0,58
CORDOBA,General Roca,Italó,14035050,0.0,172
CORDOBA,General Roca,PINCÉN,14035090,0.0,9
CORDOBA,General Roca,Santa Magdalena (Est. Jovita),14035110,6.0,1
CORDOBA,General Roca,Santa Magdalena (Est. Jovita),14035110,12.0,213
CORDOBA,General Roca,Santa Magdalena (Est. Jovita),14035110,18.0,49
CORDOBA,General Roca,Santa Magdalena (Est. Jovita),14035110,20.0,3
CORDOBA,General Roca,Villa Huidobro,14035120,0.5,1
CORDOBA,General Roca,Villa Huidobro,14035120,1.0,1
CORDOBA,General Roca,Villa Huidobro,14035120,3.0,395
CORDOBA,General Roca,Villa Huidobro,14035120,6.0,285
CORDOBA,General Roca,Villa Huidobro,14035120,20.0,2
CORDOBA,General Roca,Villa Valeria,14035140,0.0,1
CORDOBA,General Roca,Villa Valeria,14035140,0.5,1
CORDOBA,General Roca,Villa Valeria,14035140,5.0,364
CORDOBA,General Roca,Villa Valeria,14035140,20.0,567
CORDOBA,General San Martín,Arroyo Algodón,14042010,0.0,1
CORDOBA,General San Martín,Arroyo Algodón,14042010,4.0,285
CORDOBA,General San Martín,Arroyo Algodón,14042010,6.0,65
CORDOBA,General San Martín,Arroyo Algodón,14042010,8.0,34
CORDOBA,General San Martín,Arroyo Algodón,14042010,10.0,1
CORDOBA,General San Martín,Arroyo Cabral,14042020,0.0,1
CORDOBA,General San Martín,Arroyo Cabral,14042020,0.5,1
CORDOBA,General San Martín,Arroyo Cabral,14042020,3.0,113
CORDOBA,General San Martín,Arroyo Cabral,14042020,6.0,529
CORDOBA,General San Martín,Arroyo Cabral,14042020,12.0,24
CORDOBA,General San Martín,Arroyo Cabral,14042020,18.0,1
CORDOBA,General San Martín,Arroyo Cabral,14042020,20.0,2
CORDOBA,General San Martín,Arroyo Cabral,14042020,24.0,2
CORDOBA,General San Martín,Ausonia,14042030,0.0,1
CORDOBA,General San Martín,Chazón,14042040,0.0,1
CORDOBA,General San Martín,Chazón,14042040,6.0,347
CORDOBA,General San Martín,Chazón,14042040,10.0,23
CORDOBA,General San Martín,Chazón,14042040,15.0,55
CORDOBA,General San Martín,Etruria,14042050,0.5,1
CORDOBA,General San Martín,Etruria,14042050,1.0,1
CORDOBA,General San Martín,Etruria,14042050,6.0,3
CORDOBA,General San Martín,Etruria,14042050,10.0,8
CORDOBA,General San Martín,Etruria,14042050,15.0,1
CORDOBA,General San Martín,Etruria,14042050,20.0,1
CORDOBA,General San Martín,La Laguna,14042060,6.0,303
CORDOBA,General San Martín,La Laguna,14042060,10.0,211
CORDOBA,General San Martín,La Laguna,14042060,20.0,10
CORDOBA,General San Martín,La Palestina,14042070,0.0,1
CORDOBA,General San Martín,La Playosa,14042080,0.5,1
CORDOBA,General San Martín,La Playosa,14042080,4.0,302
CORDOBA,General San Martín,La Playosa,14042080,8.0,412
CORDOBA,General San Martín,La Playosa,14042080,20.0,5
CORDOBA,General San Martín,Pasco,14042110,0.0,1
CORDOBA,General San Martín,Silvio Pellico,14042130,6.0,49
CORDOBA,General San Martín,Silvio Pellico,14042130,10.0,61
CORDOBA,General San Martín,Silvio Pellico,14042130,20.0,19
CORDOBA,General San Martín,Silvio Pellico,14042130,50.0,118
CORDOBA,General San Martín,Ticino,14042140,0.0,4
CORDOBA,General San Martín,Ticino,14042140,0.5,1
CORDOBA,General San Martín,Ticino,14042140,0.512,1
CORDOBA,General San Martín,Ticino,14042140,20.0,695
CORDOBA,General San Martín,Ticino,14042140,50.0,100
CORDOBA,General San Martín,Tío Pujio,14042150,0.0,1
CORDOBA,General San Martín,Tío Pujio,14042150,1.0,7
CORDOBA,General San Martín,Tío Pujio,14042150,2.0,14
CORDOBA,General San Martín,Tío Pujio,14042150,3.0,269
CORDOBA,General San Martín,Tío Pujio,14042150,6.0,219
CORDOBA,General San Martín,Tío Pujio,14042150,10.0,43
CORDOBA,General San Martín,Tío Pujio,14042150,13.0,4
CORDOBA,General San Martín,Tío Pujio,14042150,15.0,3
CORDOBA,General San Martín,Tío Pujio,14042150,20.0,43
CORDOBA,General San Martín,Tío Pujio,14042150,30.0,3
CORDOBA,General San Martín,Villa María,14042170,0.0,4
CORDOBA,General San Martín,Villa María,14042170,0.256,1
CORDOBA,General San Martín,Villa María,14042170,0.75,1
CORDOBA,General San Martín,Villa María,14042170,1.0,71
CORDOBA,General San Martín,Villa María,14042170,3.0,184
CORDOBA,General San Martín,Villa María,14042170,3.5,5
CORDOBA,General San Martín,Villa María,14042170,4.0,30
CORDOBA,General San Martín,Villa María,14042170,5.0,47
CORDOBA,General San Martín,Villa María,14042170,6.0,374
CORDOBA,General San Martín,Villa María,14042170,8.0,2
CORDOBA,General San Martín,Villa María,14042170,10.0,586
CORDOBA,General San Martín,Villa María,14042170,15.0,112
CORDOBA,General San Martín,Villa María,14042170,20.0,297
CORDOBA,General San Martín,Villa María,14042170,25.0,2
CORDOBA,General San Martín,Villa María,14042170,30.0,39
CORDOBA,General San Martín,Villa María,14042170,50.0,10
CORDOBA,General San Martín,Villa María,14042170,100.0,10
CORDOBA,General San Martín,Villa María,14042170,300.0,4
CORDOBA,General San Martín,Villa María,14042170,500.0,249
CORDOBA,General San Martín,Villa María,14042170,1000.0,143
CORDOBA,General San Martín,Villa Nueva,14042180,0.0,2
CORDOBA,General San Martín,Villa Nueva,14042180,0.5,1
CORDOBA,General San Martín,Villa Nueva,14042180,0.75,1
CORDOBA,General San Martín,Villa Nueva,14042180,1.0,9
CORDOBA,General San Martín,Villa Nueva,14042180,3.0,15
CORDOBA,General San Martín,Villa Nueva,14042180,5.0,37
CORDOBA,General San Martín,Villa Nueva,14042180,6.0,47
CORDOBA,General San Martín,Villa Nueva,14042180,10.0,269
CORDOBA,General San Martín,Villa Nueva,14042180,15.0,58
CORDOBA,General San Martín,Villa Nueva,14042180,20.0,22
CORDOBA,General San Martín,Villa Nueva,14042180,50.0,184
CORDOBA,General San Martín,Villa Nueva,14042180,100.0,1
CORDOBA,General San Martín,Villa Nueva,14042180,300.0,627
CORDOBA,General San Martín,Villa Nueva,14042180,500.0,44
CORDOBA,General San Martín,Villa Nueva,14042180,1000.0,10
CORDOBA,Ischilín,Avellaneda,14049010,0.0,1
CORDOBA,Ischilín,Chuña,14049030,0.5,2
CORDOBA,Ischilín,Chuña,14049030,6.0,102
CORDOBA,Ischilín,Copacabana,14049040,6.0,12
CORDOBA,Ischilín,Deán Funes,14049050,0.0,1
CORDOBA,Ischilín,Deán Funes,14049050,0.5,1
CORDOBA,Ischilín,Deán Funes,14049050,1.0,2
CORDOBA,Ischilín,Deán Funes,14049050,3.0,16
CORDOBA,Ischilín,Deán Funes,14049050,6.0,77
CORDOBA,Ischilín,Deán Funes,14049050,10.0,166
CORDOBA,Ischilín,Deán Funes,14049050,15.0,24
CORDOBA,Ischilín,Deán Funes,14049050,25.0,942
CORDOBA,Ischilín,Deán Funes,14049050,50.0,311
CORDOBA,Ischilín,Deán Funes,14049050,100.0,1
CORDOBA,Ischilín,Deán Funes,14049050,300.0,167
CORDOBA,Ischilín,Esquina del Alambre,14049060,10.0,2
CORDOBA,Ischilín,Los Chañaritos,14049120,6.0,100
CORDOBA,Ischilín,Olivares de San Nicolás,14049090,10.0,43
CORDOBA,Ischilín,Quilino,14049100,1.0,1
CORDOBA,Ischilín,Quilino,14049100,3.0,3
CORDOBA,Ischilín,Quilino,14049100,6.0,9
CORDOBA,Ischilín,Quilino,14049100,10.0,100
CORDOBA,Ischilín,Quilino,14049100,15.0,20
CORDOBA,Ischilín,Quilino,14049100,20.0,3
